website,https_status,return_code,ip,size,ttl,response_time,exception,error_message
sokabet.co.tz,Accessible (Status Code: 200),0.0,"['18.168.65.57', '54.220.171.14', '3.127.109.30']",79.0,3577.0,0.08063197135925293,False,
1xlite-659540.top,"Error: HTTPSConnectionPool(host='1xlite-659540.top', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f7c419e0d00>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))",3.0,['a.zdnscloud.com. td_dns_gtld.knet.cn. 1391858652 600 200 2491200 3600'],105.0,3577.0,0.08139514923095703,False,
secretlink.xyz,Blocked - Client Error (Status Code: 410),0.0,['185.53.177.51'],48.0,3577.0,0.0938730239868164,False,
celebrityfakes4u.com,Accessible (Status Code: 200),0.0,"['104.21.84.179', '172.67.195.117']",70.0,3577.0,0.09837102890014648,False,
gunnewsdaily.com,Blocked - Client Error (Status Code: 403),0.0,['184.154.14.132'],50.0,3577.0,0.07340312004089355,False,
kinoxa.biz,"Error: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",0.0,['69.16.230.165'],44.0,14377.0,0.09465384483337402,False,
asianflix.one,"Error: HTTPSConnectionPool(host='www.asianflix.one', port=443): Read timed out. (read timeout=15)",0.0,"['216.239.32.21', '192.64.119.37', '216.239.34.21', '216.239.38.21', '216.239.36.21']",111.0,3577.0,0.16979408264160156,False,
primaryarms.com,Accessible (Status Code: 200),0.0,"['3.33.251.168', '15.197.225.128']",65.0,3576.0,0.10879898071289062,False,
geo-gdz.ru,Accessible (Status Code: 200),0.0,['195.161.62.132'],44.0,10776.0,0.09973311424255371,False,
flirtic.ee,Accessible (Status Code: 200),0.0,['212.7.8.176'],44.0,3576.0,0.09787893295288086,False,
newmp3.kz,Accessible (Status Code: 200),0.0,['92.118.115.8'],43.0,3576.0,0.1226799488067627,False,
cacoslots3.com,Accessible (Status Code: 200),0.0,"['3.160.212.75', '3.160.212.114', '3.160.212.43', '3.160.212.69']",96.0,3576.0,0.08965682983398438,False,
imaple.me,Blocked - Client Error (Status Code: 403),0.0,"['188.114.96.7', '188.114.97.7']",59.0,3576.0,0.0854499340057373,False,
winespectator.com,Accessible (Status Code: 200),0.0,['44.196.199.11'],51.0,3576.0,0.09638786315917969,False,
libimseti.cz,Accessible (Status Code: 200),0.0,['109.123.202.46'],46.0,3576.0,0.08597183227539062,False,
forced-sex.net,Accessible (Status Code: 200),0.0,"['188.114.96.7', '188.114.97.7']",64.0,3576.0,0.0882878303527832,False,
gaycommunity.com,Accessible (Status Code: 200),0.0,['66.63.171.134'],50.0,7177.0,0.08866500854492188,False,
x-minus.pro,Blocked - Client Error (Status Code: 403),0.0,"['104.21.1.27', '172.67.151.227']",61.0,3576.0,0.11777091026306152,False,
monstercockland.com,Accessible (Status Code: 200),0.0,['66.70.187.251'],53.0,10775.0,0.19545507431030273,False,
filmyzilla.com.tj,Accessible (Status Code: 200),0.0,"['104.21.40.56', '172.67.176.121']",67.0,3576.0,0.11776471138000488,False,
muzma.net,Accessible (Status Code: 200),0.0,"['172.67.205.75', '104.21.37.72']",59.0,3575.0,0.07994389533996582,False,
vilaviniteca.es,Accessible (Status Code: 200),0.0,"['104.26.12.191', '104.26.13.191', '172.67.72.131']",81.0,3575.0,0.08190798759460449,False,
freshcasino-sport1.top,Blocked - Client Error (Status Code: 403),0.0,"['104.21.23.231', '172.67.214.33']",72.0,3575.0,0.09480595588684082,False,
tuckermax.com,Accessible (Status Code: 200),0.0,['34.174.209.41'],47.0,3576.0,0.09114813804626465,False,
kinokong.ws,"Error: HTTPSConnectionPool(host='kinokong.ws', port=443): Read timed out. (read timeout=15)",0.0,"['64.70.19.203', 's.dns.ws.', 'us4.dns.ws.', 'a.dns.ws.', 'ns2.dns.ws.', 'us3.dns.ws.', 'ns5.dns.ws.']",153.0,21576.0,0.08956694602966309,False,
ssvip.world,Accessible (Status Code: 200),0.0,"['ssvip.world.w.cdngslb.com.', '155.102.29.101']",84.0,3576.0,0.08203792572021484,False,
pornking.fun,"Error: HTTPSConnectionPool(host='pornking.fun', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f7c419746a0>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))",2.0,[],30.0,0.0,0.08931183815002441,False,
mobileslotsite.co.uk,Accessible (Status Code: 200),0.0,"['104.21.112.1', '104.21.64.1', '104.21.96.1', '104.21.16.1', '104.21.48.1', '104.21.80.1', '104.21.32.1']",150.0,3570.0,0.12242817878723145,False,
g-spotvibrators.com,Accessible (Status Code: 200),0.0,"['104.21.32.30', '172.67.182.92']",69.0,3570.0,0.0895230770111084,False,
nonuderama.net,Accessible (Status Code: 200),0.0,"['188.114.96.7', '188.114.97.7']",64.0,3570.0,0.12067818641662598,False,
spin101agent.com,Accessible (Status Code: 200),0.0,"['3.160.212.79', '3.160.212.8', '3.160.212.24', '3.160.212.34']",98.0,3570.0,0.08706307411193848,False,
it.cx,"Error: HTTPSConnectionPool(host='it.cx', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f7c417df9d0>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))",0.0,['ns1.afraid.org. dnsadmin.afraid.org. 2502110001 86400 7200 2419200 3600'],82.0,3571.0,0.07475590705871582,False,
p-a.jp,Accessible (Status Code: 200),0.0,['115.30.0.197'],40.0,3571.0,0.09300398826599121,False,
japanbeast.com,Blocked - Client Error (Status Code: 403),0.0,"['104.21.54.188', '172.67.141.28']",64.0,3569.0,0.09647393226623535,False,
phimsexnunglon.com,"Error: HTTPSConnectionPool(host='phimsexnunglon.com', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f7c41d37520>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))",0.0,['ace.ns.cloudflare.com. dns.cloudflare.com. 2364642573 10000 2400 604800 1800'],94.0,3569.0,0.11615896224975586,False,
porngrey.net,Accessible (Status Code: 200),0.0,"['188.114.97.7', '188.114.96.7']",62.0,3569.0,0.08352494239807129,False,
kinoxa.cc,"Error: HTTPSConnectionPool(host='kinoxa.cc', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f7c41d885b0>: Failed to establish a new connection: [Errno 61] Connection refused'))",0.0,['127.0.0.1'],43.0,3570.0,0.08887624740600586,False,
xnx.rest,Accessible (Status Code: 200),0.0,['31.133.208.7'],42.0,3570.0,0.07881307601928711,False,
blumpkintube.com,Accessible (Status Code: 200),0.0,"['104.21.79.212', '172.67.148.206']",66.0,3569.0,0.0868539810180664,False,
